ibias,mul_cap,nf_ibias,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg1,nf_Mp_stg2,nf_Rz,nf_Mp3,nf_Mp4,CMRR_DC,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Slew Rate Value,PSRR_DC
1.7E-05,8,2,26,44,230,83,864,361,16,8,57.61,4.332E-09,6.85E-09,2.445E-05,58.16,459600000,9775000,464400000,0.003228,46.78,570400000,-47.3
1.4E-05,12,2,52,44,115,42,216,119,8,4,64.86,3.727E-09,5.372E-09,2.264E-05,58.15,546400000,9866000,551400000,0.001551,47.7,452300000,-48
1.4E-05,6,2,52,44,460,21,432,146,4,2,71.82,3.645E-09,5.526E-09,2.693E-05,58.14,732600000,15550000,739500000,0.004975,46.22,653800000,-45.85
1.7E-05,14,2,26,44,115,166,864,520,32,16,57.48,4.428E-09,6.783E-09,2.07E-05,58.14,341700000,6803000,344900000,0.001857,47.08,415500000,-47.82
2E-05,14,8,52,88,230,83,432,260,32,16,62.84,4.59E-09,5.807E-09,1.852E-05,58.14,295600000,5621000,298400000,0.001083,48.79,276200000,-49.9
5E-06,6,4,26,88,460,21,216,73,4,2,62.12,6.622E-09,8.535E-09,3.163E-05,58.13,390100000,6920000,391200000,0.001002,47.86,328500000,-48.78
1.7E-05,6,2,13,44,230,83,864,291,16,8,48.97,5.687E-09,9.787E-09,3.303E-05,58.13,371100000,9899000,374900000,0.003213,45.08,646500000,-45.42
2E-05,12,4,52,44,115,42,216,119,16,8,64.93,4.436E-09,5.841E-09,2.231E-05,58.08,475600000,7139000,477900000,0.001086,48.52,320700000,-49.12
1.1E-05,8,2,26,44,230,83,864,361,16,8,60.99,5.064E-09,7.176E-09,2.326E-05,58.07,353600000,7070000,357600000,0.002141,47.71,391500000,-48.51
2E-05,14,4,52,44,115,83,432,260,32,16,63.75,4.564E-09,5.79E-09,1.853E-05,58.05,348800000,5584000,352000000,0.001086,49.03,276300000,-49.94
1.1E-05,14,2,26,44,115,166,864,520,32,16,60.67,5.203E-09,7.155E-09,1.958E-05,58.03,261500000,4898000,263200000,0.001232,47.86,282800000,-48.83
1.7E-05,8,4,26,88,460,83,864,361,16,8,59.66,4.356E-09,6.857E-09,2.439E-05,58.02,443600000,9704000,448700000,0.003192,46.59,566200000,-47.33
1.4E-05,14,2,26,44,115,166,864,520,32,16,59.38,4.743E-09,6.915E-09,2.016E-05,58.01,304100000,5889000,305800000,0.001546,47.45,345800000,-48.31
1.4E-05,8,4,26,88,460,83,864,361,16,8,60.3,4.663E-09,6.977E-09,2.382E-05,57.95,394600000,8387000,395200000,0.002655,47.03,479500000,-47.89
5E-06,6,4,13,44,230,83,864,291,32,16,60.87,1.116E-08,1.288E-08,2.553E-05,57.89,112300000,2335000,113700000,0.0005032,48.62,120400000,-50.07
5E-06,14,2,26,88,230,166,864,520,16,8,60.46,5.329E-09,7.226E-09,1.945E-05,57.89,252700000,4747000,253000000,0.001169,47.71,272000000,-48.89
1.1E-05,10,2,52,88,460,42,432,211,4,2,66.2,3.059E-09,5.019E-09,2.324E-05,57.89,667700000,15630000,673900000,0.004277,46.06,746500000,-46.05
1.7E-05,10,4,52,44,230,83,864,421,32,16,63.83,4.94E-09,6.066E-09,1.838E-05,57.89,298300000,5322000,300700000,0.001609,49.24,257900000,-50.22
1.4E-05,6,2,52,44,460,42,864,291,8,4,64.97,3.731E-09,5.372E-09,2.263E-05,57.86,550800000,11160000,557100000,0.004976,47.69,532500000,-47.97
5E-06,6,2,13,22,115,83,864,291,32,16,61.84,1.106E-08,1.279E-08,2.559E-05,57.85,116300000,2351000,117600000,0.0005114,48.83,118600000,-50.07
8E-06,14,2,26,88,230,166,864,520,16,8,59.31,4.467E-09,6.795E-09,2.063E-05,57.85,338000000,6756000,340900000,0.001816,46.91,412600000,-47.86
2E-05,6,4,52,44,460,21,432,146,8,4,67.93,4.319E-09,5.959E-09,2.679E-05,57.84,509000000,11170000,510700000,0.003459,47.44,474100000,-47.56
8E-06,12,2,13,88,115,83,216,119,8,4,54.22,5.692E-09,9.776E-09,3.293E-05,57.83,457700000,8450000,460400000,0.001131,44.9,335100000,-45.59
1.7E-05,6,4,13,88,460,83,864,291,16,8,54.2,5.69E-09,9.776E-09,3.296E-05,57.83,363300000,9890000,367600000,0.003181,44.88,646600000,-45.55
1.1E-05,14,4,13,88,115,166,432,260,32,16,57.5,6.548E-09,9.833E-09,2.611E-05,57.82,249200000,4949000,249500000,0.0007614,46.13,306400000,-47.26
1.7E-05,10,8,52,88,460,83,864,421,32,16,62.8,4.969E-09,6.088E-09,1.838E-05,57.82,288500000,5324000,291700000,0.001603,49,262200000,-50.18
1.7E-05,10,4,26,88,230,42,216,106,8,4,60.96,4.253E-09,6.97E-09,2.883E-05,57.81,648700000,12040000,650800000,0.001835,45.81,609200000,-46.12
5E-06,8,2,26,88,460,83,864,361,8,4,60.77,5.182E-09,7.24E-09,2.313E-05,57.78,336800000,6788000,339900000,0.002037,47.57,379200000,-48.59
1.4E-05,10,4,13,88,230,166,864,421,32,16,56.13,6.119E-09,9.731E-09,2.726E-05,57.75,274900000,6499000,277900000,0.00152,45.59,425400000,-46.59
2E-05,12,2,52,88,460,83,864,473,8,4,56.16,2.542E-09,4.722E-09,2.087E-05,57.68,682400000,17390000,690300000,0.007516,45.46,955400000,-45.42
1.1E-05,14,2,52,44,115,83,432,260,16,8,63.66,4.262E-09,5.571E-09,1.866E-05,57.67,343300000,6262000,346900000,0.001235,48.81,316000000,-49.65
1.7E-05,8,4,26,22,115,83,864,355,62,31,63.2,7.89E-09,9.187E-09,2.142E-05,57.65,160400000,3114000,160900000,0.0008113,49.36,150800000,-50.45
1.4E-05,6,8,26,88,460,21,216,73,8,4,62.46,5.854E-09,8.004E-09,3.198E-05,57.63,465200000,8913000,469000000,0.001329,47.24,423000000,-47.92
2E-05,14,8,26,44,115,166,864,507,122,61,61.92,7.592E-09,8.861E-09,1.793E-05,57.62,123900000,2470000,124200000,0.0005519,48.92,122700000,-50.23
1.7E-05,6,2,52,44,460,42,864,291,8,4,64.64,3.437E-09,5.203E-09,2.285E-05,57.61,622200000,13030000,623700000,0.005979,47.19,628200000,-47.29
8E-06,10,2,52,44,230,83,864,421,16,8,63.83,4.959E-09,6.077E-09,1.838E-05,57.56,302900000,5280000,304800000,0.001589,49.24,259200000,-50.23
1.7E-05,14,2,26,88,230,166,864,520,16,8,49.4,3.611E-09,6.69E-09,2.334E-05,57.54,443000000,11620000,448500000,0.003675,45.07,775000000,-45.44
1.7E-05,14,4,26,88,115,83,216,130,16,8,59.58,4.351E-09,6.857E-09,2.44E-05,57.53,438700000,8558000,442800000,0.001158,46.59,458500000,-47.35
1.1E-05,10,2,26,44,115,42,216,106,8,4,61.8,4.914E-09,7.245E-09,2.766E-05,57.5,522300000,8483000,524500000,0.001231,47.19,424200000,-47.68
1.7E-05,14,2,26,88,115,83,216,130,8,4,49.02,3.566E-09,6.809E-09,2.737E-05,57.49,670400000,15090000,675400000,0.002302,44.39,564000000,-44.38
1.4E-05,6,4,26,44,230,21,216,73,8,4,63.63,5.822E-09,7.983E-09,3.2E-05,57.47,488900000,8944000,490500000,0.001335,47.49,418900000,-47.97
2E-05,6,2,52,44,460,42,864,291,8,4,63.49,3.219E-09,5.091E-09,2.305E-05,57.46,687100000,14880000,694700000,0.006973,46.72,717300000,-46.65
5E-06,8,2,26,44,230,83,864,361,16,8,62.16,7.044E-09,8.509E-09,2.179E-05,57.42,193700000,3847000,194700000,0.001021,48.86,197800000,-50.03
1.1E-05,14,8,26,88,115,83,216,130,32,16,61.25,6.951E-09,8.459E-09,2.183E-05,57.39,228000000,3364000,229600000,0.0003876,48.59,162700000,-49.97
1.4E-05,6,4,13,88,460,83,864,291,16,8,56.31,5.963E-09,9.769E-09,3.179E-05,57.37,328700000,8660000,331200000,0.002648,45.42,546800000,-46.24
8E-06,14,2,52,44,115,83,432,260,16,8,63.77,4.95E-09,6.077E-09,1.838E-05,57.33,322800000,4847000,323700000,0.0009151,49.25,238500000,-50.24
2E-05,8,2,52,22,115,21,216,91,8,4,67.71,4.29E-09,5.941E-09,2.68E-05,57.31,641600000,10730000,643000000,0.001894,47.65,455900000,-47.56
5E-06,6,2,26,44,230,21,216,73,4,2,63.34,6.544E-09,8.479E-09,3.166E-05,57.3,419300000,7037000,421900000,0.001021,48.08,327300000,-48.79
2E-05,10,8,13,88,230,166,864,414,62,31,58.04,6.84E-09,9.934E-09,2.552E-05,57.3,215500000,4954000,217800000,0.001076,46.4,308600000,-47.58
1.1E-05,6,2,13,44,230,83,864,291,16,8,56.75,6.333E-09,9.831E-09,3.062E-05,57.24,297700000,7367000,300400000,0.002136,46.22,453800000,-46.97
1.4E-05,14,4,26,44,115,166,864,511,62,31,61.7,6.427E-09,7.963E-09,1.856E-05,57.24,163700000,3329000,164800000,0.000772,48.53,179000000,-49.71
1.1E-05,10,2,13,88,230,166,864,421,16,8,48.23,5.462E-09,9.799E-09,3.015E-05,57.22,324900000,9191000,326700000,0.002426,44.27,655300000,-44.87
1.1E-05,8,4,26,44,230,83,864,361,32,16,62.15,6.93E-09,8.426E-09,2.185E-05,57.18,196200000,3960000,196800000,0.001062,48.82,204000000,-49.98
1.4E-05,6,8,13,44,230,83,864,287,62,31,60.72,9.884E-09,1.189E-08,2.623E-05,57.17,135100000,2931000,136700000,0.0006719,48.32,151900000,-49.66
1.4E-05,14,8,26,88,230,166,864,511,62,31,60.85,6.468E-09,7.99E-09,1.854E-05,57.17,160000000,3341000,160300000,0.0007687,48.32,181900000,-49.68
2E-05,10,2,52,22,115,83,864,421,32,16,63.81,4.539E-09,5.768E-09,1.854E-05,57.17,344800000,6060000,348400000,0.001896,49.22,302700000,-49.92
2E-05,10,4,13,44,115,166,864,414,62,31,57.84,6.81E-09,9.924E-09,2.558E-05,57.16,220900000,4940000,223400000,0.001079,46.6,303600000,-47.6
1.1E-05,10,4,13,88,230,166,864,421,32,16,57.53,6.558E-09,9.832E-09,2.611E-05,57.15,240000000,5483000,241600000,0.00121,46.12,347600000,-47.25
2E-05,6,4,26,44,230,21,216,73,8,4,63.95,5.049E-09,7.521E-09,3.258E-05,57.1,544900000,12100000,550600000,0.001873,46.54,565600000,-46.69
8E-06,6,2,13,22,115,83,864,291,32,16,61.36,9.13E-09,1.134E-08,2.675E-05,57.09,159100000,3367000,159200000,0.0007951,48.31,179000000,-49.38
1.1E-05,8,8,13,44,115,83,432,178,62,31,60.81,1.089E-08,1.27E-08,2.565E-05,57.04,132400000,2490000,133400000,0.0003109,48.58,128600000,-50.02
1.4E-05,10,2,52,88,460,42,432,211,4,2,66.46,2.807E-09,4.925E-09,2.364E-05,57,903900000,19200000,911800000,0.005368,45.19,912900000,-44.86
5E-06,6,2,13,44,230,83,864,291,16,8,60.25,8.247E-09,1.075E-08,2.752E-05,56.99,187100000,4124000,188900000,0.001019,47.72,232300000,-48.87
1.1E-05,8,4,52,88,460,21,216,91,4,2,67.5,4.08E-09,5.8E-09,2.683E-05,56.98,653900000,12010000,656900000,0.002116,46.8,504300000,-46.97
1.1E-05,14,4,52,88,230,83,432,260,16,8,62.88,4.305E-09,5.601E-09,1.864E-05,56.98,383600000,6231000,385300000,0.001219,48.6,311400000,-49.63
1.4E-05,14,2,52,44,115,83,432,260,16,8,63.26,3.819E-09,5.276E-09,1.892E-05,56.98,401600000,7632000,402400000,0.001551,48.42,388300000,-49.13
8E-06,10,8,13,88,230,166,864,414,62,31,59.48,9.587E-09,1.159E-08,2.251E-05,56.97,118800000,2485000,119800000,0.0004498,47.78,139200000,-49.32
1.7E-05,8,2,26,88,460,83,864,361,8,4,49.06,3.567E-09,6.807E-09,2.736E-05,56.96,599500000,16810000,604400000,0.006417,44.38,1045000000,-44.35
1.1E-05,6,4,13,88,460,83,864,291,16,8,57.76,6.373E-09,9.84E-09,3.051E-05,56.95,288300000,7278000,291700000,0.002107,46.03,449100000,-47
1.4E-05,10,2,26,44,115,42,216,106,8,4,60.46,4.508E-09,7.06E-09,2.829E-05,56.94,605900000,10300000,608200000,0.001545,46.58,521300000,-46.86
8E-06,6,2,13,44,230,83,864,291,16,8,58.98,6.985E-09,1.006E-08,2.919E-05,56.93,248700000,5851000,249100000,0.001583,46.91,347500000,-47.84
2E-05,8,4,13,88,230,83,432,181,16,8,51.36,5.496E-09,9.821E-09,3.403E-05,56.93,487100000,11930000,489200000,0.002127,44.38,801500000,-44.9
5E-06,14,4,13,88,115,166,432,260,32,16,59.21,8.602E-09,1.092E-08,2.326E-05,56.92,153500000,2748000,154100000,0.0003615,47.45,155300000,-48.9
1.4E-05,10,8,13,88,230,166,864,414,62,31,58.86,7.733E-09,1.037E-08,2.418E-05,56.91,172600000,3811000,174500000,0.0007659,47.02,225000000,-48.36
1.1E-05,10,2,13,44,115,166,864,421,32,16,56.63,6.513E-09,9.821E-09,2.621E-05,56.9,248400000,5515000,248800000,0.001226,46.31,354400000,-47.23
1.7E-05,6,4,13,44,230,83,864,291,32,16,58.96,6.969E-09,1.005E-08,2.921E-05,56.89,247500000,5904000,248200000,0.001603,46.9,347100000,-47.83
1.1E-05,10,8,13,88,230,166,864,414,62,31,59.19,8.46E-09,1.081E-08,2.34E-05,56.85,147400000,3165000,148900000,0.0006088,47.38,182300000,-48.8
1.7E-05,6,8,26,88,460,21,216,73,8,4,62.81,5.406E-09,7.723E-09,3.227E-05,56.85,529600000,10490000,533300000,0.001599,46.75,502600000,-47.26
1.4E-05,6,4,13,44,230,83,864,291,32,16,59.66,7.449E-09,1.029E-08,2.845E-05,56.82,220200000,5093000,223000000,0.001333,47.26,294000000,-48.29
1.4E-05,6,2,13,22,115,83,864,291,32,16,59.17,7.403E-09,1.026E-08,2.852E-05,56.79,225900000,5109000,228700000,0.001347,47.46,295500000,-48.28
1.7E-05,10,8,13,44,115,166,864,411,122,61,60.32,9.438E-09,1.15E-08,2.26E-05,56.77,121000000,2515000,121800000,0.0004711,47.96,134900000,-49.31
8E-06,10,4,13,44,115,166,864,414,62,31,60.34,9.522E-09,1.154E-08,2.255E-05,56.76,122800000,2484000,123300000,0.0004526,47.98,136500000,-49.34
5E-06,10,2,26,88,230,42,216,106,4,2,61.59,5.023E-09,7.301E-09,2.752E-05,56.75,505400000,8149000,505900000,0.001169,47.06,412600000,-47.77
1.1E-05,8,2,13,88,230,83,432,181,8,4,47.9,5.354E-09,9.889E-09,3.506E-05,56.74,533500000,13150000,537700000,0.002425,43.91,925400000,-44.23
1.4E-05,10,4,13,44,115,166,864,414,62,31,59.42,7.69E-09,1.035E-08,2.423E-05,56.74,177500000,3804000,179500000,0.0007693,47.23,221700000,-48.38
2E-05,10,8,13,44,115,166,864,411,122,61,60.14,8.849E-09,1.108E-08,2.304E-05,56.73,135200000,2866000,136600000,0.0005502,47.77,154100000,-49.06
1.4E-05,8,4,26,44,230,83,864,361,32,16,61.98,6.234E-09,7.918E-09,2.224E-05,56.72,230800000,4797000,233400000,0.001336,48.51,252100000,-49.57
1.1E-05,10,4,52,88,460,83,864,421,16,8,62.92,4.312E-09,5.601E-09,1.864E-05,56.71,361600000,6731000,365500000,0.002117,48.6,342800000,-49.62
1.7E-05,6,4,26,44,230,21,216,73,8,4,63.83,5.379E-09,7.708E-09,3.229E-05,56.68,555600000,10530000,560500000,0.001605,47,495800000,-47.31
1.7E-05,6,8,13,88,460,83,864,291,32,16,58.7,7.001E-09,1.007E-08,2.915E-05,56.67,240700000,5885000,242400000,0.001597,46.68,347100000,-47.81
2E-05,10,8,26,44,115,83,432,207,62,31,62.14,7.343E-09,8.762E-09,2.164E-05,56.67,208300000,3703000,209700000,0.0005515,48.97,186100000,-50.2
8E-06,6,4,13,88,460,83,864,291,16,8,58.74,7.045E-09,1.009E-08,2.908E-05,56.66,239800000,5763000,241700000,0.00156,46.71,343500000,-47.85
5E-06,10,2,13,88,230,166,864,421,16,8,57.67,6.632E-09,9.855E-09,2.595E-05,56.64,240400000,5328000,242000000,0.001164,46.2,342200000,-47.34
1.1E-05,10,2,52,44,230,83,864,421,16,8,63.72,4.268E-09,5.571E-09,1.866E-05,56.63,377400000,6806000,380300000,0.002145,48.81,344200000,-49.64
2E-05,14,4,26,88,230,166,864,520,32,16,58.4,4.217E-09,6.714E-09,2.114E-05,56.62,323600000,7656000,325200000,0.002143,46.55,475000000,-47.42
2E-05,6,2,52,22,230,42,864,291,16,8,65.06,4.415E-09,5.821E-09,2.232E-05,56.61,405600000,8233000,407300000,0.003495,48.71,385600000,-49.08
1.4E-05,6,8,13,88,460,83,864,291,32,16,59.08,7.488E-09,1.031E-08,2.84E-05,56.6,213900000,5072000,216300000,0.001327,47.04,294900000,-48.27
1.4E-05,6,2,26,22,115,21,216,73,8,4,64.1,5.781E-09,7.958E-09,3.202E-05,56.58,511500000,8975000,513000000,0.001349,47.71,423400000,-47.97
1.4E-05,8,8,13,44,115,83,432,178,62,31,60.68,9.857E-09,1.189E-08,2.623E-05,56.58,156800000,3020000,157100000,0.0003912,48.32,156900000,-49.68
1.1E-05,14,2,26,88,115,83,216,130,8,4,57.38,3.953E-09,6.765E-09,2.549E-05,56.57,541200000,10880000,545600000,0.001538,45.78,420800000,-46.31
1.7E-05,14,4,26,88,230,166,864,520,32,16,59.28,4.455E-09,6.791E-09,2.064E-05,56.55,294400000,6796000,297400000,0.001836,46.89,410300000,-47.85
5E-06,10,4,13,88,230,166,864,421,32,16,59.25,8.627E-09,1.092E-08,2.325E-05,56.51,147000000,3052000,148400000,0.0005746,47.45,177400000,-48.89
1.4E-05,14,8,26,88,115,83,216,130,32,16,61.02,6.254E-09,7.943E-09,2.222E-05,56.51,270000000,4076000,271800000,0.0004877,48.29,202900000,-49.56
1.4E-05,8,8,26,88,460,83,864,361,32,16,61.09,6.27E-09,7.942E-09,2.222E-05,56.48,224300000,4789000,227100000,0.00133,48.29,254100000,-49.54
1.1E-05,12,4,52,88,230,42,216,119,8,4,64.1,4.188E-09,5.668E-09,2.241E-05,56.45,522500000,7990000,524700000,0.001219,48.01,364600000,-48.7
5E-06,10,2,52,88,460,83,864,421,8,4,62.9,4.385E-09,5.652E-09,1.861E-05,56.43,359100000,6532000,363000000,0.002041,48.65,334200000,-49.69
1.1E-05,6,2,26,44,230,21,216,73,4,2,63.95,4.78E-09,7.384E-09,3.288E-05,56.41,607600000,13680000,611000000,0.00214,46.07,646100000,-46.06
5E-06,8,4,13,44,115,83,432,181,32,16,60.83,1.112E-08,1.287E-08,2.553E-05,56.4,133800000,2402000,134900000,0.00029,48.63,125700000,-50.09
8E-06,10,2,13,88,230,166,864,421,16,8,54.22,5.836E-09,9.717E-09,2.827E-05,56.4,279400000,7432000,282900000,0.001806,45.13,507400000,-46.02
8E-06,10,2,13,44,115,166,864,421,32,16,58.76,7.206E-09,1.009E-08,2.491E-05,56.33,206400000,4382000,207600000,0.0009095,46.92,266600000,-47.99
1.7E-05,8,8,13,44,115,83,432,178,62,31,60.53,9.113E-09,1.135E-08,2.674E-05,56.27,179300000,3524000,181200000,0.0004708,48.09,188200000,-49.36
2E-05,6,8,26,88,460,21,216,73,8,4,63.22,5.072E-09,7.533E-09,3.256E-05,56.24,588400000,12060000,592800000,0.001867,46.29,579100000,-46.64
1.1E-05,6,4,26,88,460,21,216,73,4,2,63.68,4.819E-09,7.402E-09,3.283E-05,56.2,577600000,13510000,583600000,0.002112,45.86,650100000,-46.06
1.1E-05,8,2,26,88,460,83,864,361,8,4,57.45,3.958E-09,6.764E-09,2.548E-05,56.15,484200000,12280000,487100000,0.004267,45.78,736700000,-46.28
1.7E-05,8,4,52,88,460,21,216,91,4,2,75.17,3.39E-09,5.381E-09,2.702E-05,56.15,756500000,17910000,761600000,0.003197,45.27,723800000,-44.79
8E-06,14,2,26,88,115,83,216,130,8,4,59.61,4.359E-09,6.86E-09,2.438E-05,56.14,455800000,8500000,459500000,0.001142,46.61,333400000,-47.37
1.1E-05,6,2,52,44,460,42,864,291,8,4,65.17,4.153E-09,5.641E-09,2.242E-05,56.14,436100000,9184000,441500000,0.003964,48.22,435100000,-48.69
1.7E-05,8,2,13,44,115,83,432,181,16,8,48.94,5.683E-09,9.787E-09,3.304E-05,56.12,406600000,10590000,408400000,0.001841,45.08,704800000,-45.43
1.4E-05,10,4,52,88,460,83,864,421,16,8,62.97,3.858E-09,5.298E-09,1.89E-05,56.11,426300000,8135000,430400000,0.00266,48.21,421100000,-49.1
1.4E-05,8,2,26,44,230,83,864,361,16,8,59.64,4.627E-09,6.962E-09,2.387E-05,56.09,372600000,8484000,376200000,0.002688,47.23,484600000,-47.9
2E-05,8,8,13,44,115,83,432,178,62,31,60.35,8.548E-09,1.096E-08,2.721E-05,56.08,200000000,3977000,200100000,0.0005499,47.87,219900000,-49.08
8E-06,6,4,26,88,460,21,216,73,4,2,62.78,5.443E-09,7.745E-09,3.223E-05,56.07,535100000,10260000,539100000,0.001562,46.8,494900000,-47.33
5E-06,10,2,13,44,115,166,864,421,32,16,60,8.53E-09,1.085E-08,2.334E-05,56.06,154000000,3084000,154700000,0.0005852,47.63,175800000,-48.89
1.1E-05,8,2,52,44,230,21,216,91,4,2,68.97,4.041E-09,5.774E-09,2.683E-05,56.02,697100000,12130000,702400000,0.002144,47.02,507300000,-46.98
8E-06,8,8,13,88,230,83,432,181,32,16,59.67,9.244E-09,1.144E-08,2.665E-05,56.01,177600000,3476000,179500000,0.0004496,47.89,192800000,-49.36
1.4E-05,14,4,52,88,230,83,432,260,16,8,62.93,3.854E-09,5.298E-09,1.89E-05,56,453100000,7600000,457000000,0.001532,48.21,386900000,-49.11
1.4E-05,10,2,13,44,115,166,864,421,32,16,53.34,6.093E-09,9.732E-09,2.736E-05,55.97,256100000,6517000,257200000,0.001537,45.77,436900000,-46.54
1.7E-05,8,4,13,88,230,83,432,181,16,8,54.18,5.686E-09,9.776E-09,3.296E-05,55.97,398500000,10650000,398600000,0.001825,44.88,698500000,-45.56
5E-06,14,2,13,88,115,166,432,260,16,8,57.64,6.62E-09,9.856E-09,2.596E-05,55.9,256100000,4825000,256700000,0.0007299,46.2,307400000,-47.35
1.1E-05,8,4,26,88,460,83,864,361,16,8,60.72,5.109E-09,7.2E-09,2.321E-05,55.9,311400000,6991000,312300000,0.002113,47.5,388500000,-48.51
1.1E-05,12,2,52,88,230,42,216,119,4,2,66.12,3.058E-09,5.019E-09,2.324E-05,55.9,740400000,15180000,746200000,0.002458,46.07,686500000,-46.06
8E-06,8,2,26,88,460,83,864,361,8,4,59.69,4.367E-09,6.86E-09,2.437E-05,55.89,406100000,9682000,407900000,0.003164,46.6,564800000,-47.35
1.7E-05,14,8,26,88,115,83,216,130,32,16,60.92,5.757E-09,7.603E-09,2.258E-05,55.89,308500000,4773000,309300000,0.000587,48.01,239900000,-49.19
1.7E-05,8,8,26,44,115,42,216,91,32,16,62.63,7.627E-09,9.113E-09,2.591E-05,55.82,241900000,4375000,243200000,0.0004718,49.01,207500000,-50.12
8E-06,10,2,26,88,230,42,216,106,4,2,60.97,4.26E-09,6.972E-09,2.88E-05,55.79,670500000,11950000,674100000,0.001815,45.83,571300000,-46.15
1.7E-05,6,2,26,22,115,21,216,73,8,4,63.39,5.347E-09,7.69E-09,3.232E-05,55.74,580800000,10560000,585200000,0.001621,47.21,501200000,-47.3
1.1E-05,10,8,26,88,230,83,432,211,32,16,61.14,6.958E-09,8.458E-09,2.183E-05,55.72,231300000,4132000,233400000,0.0006107,48.59,216400000,-49.96
1.7E-05,10,2,52,22,115,83,864,421,32,16,64.31,4.905E-09,6.04E-09,1.84E-05,55.72,278700000,5331000,282200000,0.001625,49.44,260700000,-50.22
5E-06,8,2,52,88,460,21,216,91,2,1,67.16,4.145E-09,5.843E-09,2.682E-05,55.71,658700000,11650000,661900000,0.00204,46.9,489600000,-47.11
1.7E-05,10,4,52,88,460,83,864,421,16,8,62.94,3.54E-09,5.105E-09,1.914E-05,55.71,485100000,9514000,487600000,0.003199,47.86,497400000,-48.62
1.7E-05,10,2,52,44,230,83,864,421,16,8,62.45,3.512E-09,5.09E-09,1.916E-05,55.67,504000000,9590000,504600000,0.003236,48.06,502100000,-48.62
2E-05,8,8,13,88,230,83,432,181,32,16,58.24,6.633E-09,9.923E-09,2.986E-05,55.66,320000000,7019000,320700000,0.001075,46.34,425200000,-47.39
1.7E-05,10,4,13,88,115,83,216,106,16,8,54.15,5.685E-09,9.777E-09,3.296E-05,55.65,419600000,9915000,422700000,0.001147,44.88,513400000,-45.57
1.1E-05,8,8,13,88,230,83,432,181,32,16,59.38,8.168E-09,1.071E-08,2.758E-05,55.61,219900000,4450000,222100000,0.0006086,47.45,253000000,-48.78
5E-06,14,2,52,88,230,83,432,260,8,4,62.87,4.378E-09,5.652E-09,1.861E-05,55.55,388900000,6054000,390000000,0.001173,48.65,304800000,-49.7
1.4E-05,8,4,13,88,230,83,432,181,16,8,56.28,5.958E-09,9.769E-09,3.179E-05,55.55,360500000,9252000,364700000,0.00152,45.42,590400000,-46.25
1.1E-05,10,4,26,44,115,83,432,211,32,16,62.1,6.916E-09,8.426E-09,2.185E-05,55.52,214300000,4122000,216500000,0.0006137,48.82,212200000,-49.99
8E-06,8,4,13,44,115,83,432,181,32,16,60.55,9.184E-09,1.14E-08,2.669E-05,55.5,184700000,3474000,186300000,0.0004524,48.11,189200000,-49.39
2E-05,14,8,26,88,115,83,216,130,32,16,60.8,5.382E-09,7.366E-09,2.291E-05,55.45,344200000,5446000,346500000,0.0006855,47.75,282600000,-48.84
2E-05,10,4,52,88,460,83,864,421,16,8,62.79,3.304E-09,4.977E-09,1.937E-05,55.44,539100000,10840000,544400000,0.003733,47.52,575700000,-48.18
5E-06,10,2,26,44,115,83,432,211,16,8,62.11,7.028E-09,8.509E-09,2.179E-05,55.43,215400000,3992000,217500000,0.000587,48.86,207400000,-50.05
8E-06,8,2,13,88,230,83,432,181,8,4,54.26,5.694E-09,9.776E-09,3.292E-05,55.42,459600000,10560000,463600000,0.001805,44.9,709700000,-45.58
1.1E-05,12,2,13,88,115,166,432,237,16,8,48.21,5.458E-09,9.8E-09,3.015E-05,55.41,357000000,9530000,361000000,0.001517,44.27,693500000,-44.88
2E-05,10,2,52,44,230,83,864,421,16,8,61.36,3.281E-09,4.966E-09,1.939E-05,55.41,559200000,10920000,565200000,0.003774,47.71,579000000,-48.17
2E-05,8,4,13,44,115,83,432,181,32,16,57.99,6.606E-09,9.915E-09,2.992E-05,55.38,329500000,6994000,331600000,0.001079,46.56,425200000,-47.41
1.4E-05,8,2,13,44,115,83,432,181,16,8,53.23,5.934E-09,9.772E-09,3.19E-05,55.36,419900000,9260000,422800000,0.001537,45.62,593900000,-46.19
8E-06,6,2,26,44,230,21,216,73,4,2,63.82,5.391E-09,7.716E-09,3.228E-05,55.35,570300000,10410000,574900000,0.001586,47.02,492300000,-47.33
1.1E-05,10,2,26,88,230,42,216,106,4,2,58.85,3.881E-09,6.9E-09,2.995E-05,55.32,802200000,15460000,803100000,0.002447,44.75,643600000,-44.72
1.1E-05,12,8,26,88,230,166,864,466,62,31,60.95,7.195E-09,8.54E-09,1.813E-05,55.32,159200000,3083000,159400000,0.000611,48.57,164900000,-50.03
8E-06,10,2,52,88,460,83,864,421,8,4,62.95,3.551E-09,5.111E-09,1.913E-05,55.3,490900000,9495000,492500000,0.003171,47.87,499100000,-48.64
2E-05,10,4,52,44,230,83,864,421,32,16,63.81,4.571E-09,5.79E-09,1.852E-05,55.3,303900000,6059000,305900000,0.001878,49.02,301800000,-49.92
